,Cost,interations
0,15,0
1,14,1
2,14,2
3,13,3
4,14,4
5,12,5
6,12,6
7,13,7
8,11,8
9,12,9
10,13,10
11,12,11
12,10,12
13,10,13
14,9,14
15,9,15
16,11,16
17,11,17
18,8,18
19,10,19
20,10,20
21,15,21
22,11,22
23,10,23
24,11,24
25,12,25
26,10,26
27,10,27
28,15,28
29,11,29
30,11,30
31,9,31
32,9,32
33,10,33
34,10,34
35,10,35
36,8,36
37,13,37
38,9,38
39,9,39
40,7,40
41,7,41
42,8,42
43,6,43
44,8,44
45,7,45
46,13,46
47,10,47
48,9,48
49,9,49
50,9,50
51,6,51
52,12,52
53,9,53
54,15,54
55,8,55
56,8,56
57,11,57
58,14,58
59,14,59
60,10,60
61,13,61
62,13,62
63,9,63
64,12,64
65,12,65
66,8,66
67,11,67
68,7,68
69,10,69
70,10,70
71,6,71
72,9,72
73,5,73
74,8,74
75,4,75
76,7,76
77,3,77
78,6,78
79,2,79
80,5,80
81,1,81
82,8,82
83,0,83
