,Cost,interations
0,17,0
1,18,1
2,18,2
3,17,3
4,17,4
5,16,5
6,16,6
7,16,7
8,16,8
9,15,9
10,18,10
11,17,11
12,15,12
13,17,13
14,16,14
15,14,15
16,16,16
17,13,17
18,15,18
19,14,19
20,13,20
21,12,21
22,11,22
23,17,23
24,14,24
25,19,25
26,12,26
27,16,27
28,13,28
29,13,29
30,16,30
31,11,31
32,12,32
33,12,33
34,15,34
35,17,35
36,12,36
37,14,37
38,14,38
39,16,39
40,11,40
41,16,41
42,15,42
43,15,43
44,10,44
45,10,45
46,14,46
47,14,47
48,14,48
49,14,49
50,9,50
51,13,51
52,15,52
53,11,53
54,13,54
55,8,55
56,16,56
57,17,57
58,16,58
59,14,59
60,10,60
61,7,61
62,15,62
63,15,63
64,14,64
65,15,65
66,14,66
67,14,67
68,14,68
69,13,69
70,13,70
71,12,71
72,12,72
73,11,73
74,11,74
75,10,75
76,13,76
77,9,77
78,12,78
79,12,79
80,8,80
81,11,81
82,9,82
83,10,83
84,8,84
85,6,85
86,7,86
87,14,87
88,6,88
89,13,89
90,15,90
91,12,91
92,14,92
93,14,93
94,15,94
95,13,95
96,14,96
97,12,97
98,15,98
99,11,99
100,16,100
101,10,101
102,16,102
103,9,103
104,15,104
105,12,105
106,15,106
107,10,107
108,15,108
109,12,109
110,14,110
111,11,111
112,19,112
113,18,113
114,9,114
115,14,115
116,18,116
117,17,117
118,8,118
119,13,119
120,17,120
121,17,121
122,16,122
123,17,123
124,12,124
125,16,125
126,16,126
127,16,127
128,16,128
129,15,129
130,16,130
131,10,131
132,14,132
133,15,133
134,18,134
135,13,135
136,13,136
137,13,137
138,14,138
139,12,139
140,12,140
141,12,141
142,12,142
143,11,143
144,11,144
145,11,145
146,10,146
147,10,147
148,10,148
149,10,149
150,9,150
151,9,151
152,9,152
153,9,153
154,9,154
155,8,155
156,8,156
157,8,157
158,7,158
159,7,159
160,6,160
161,6,161
162,8,162
163,8,163
164,8,164
165,14,165
166,11,166
167,13,167
168,10,168
169,10,169
170,8,170
171,9,171
172,7,172
173,14,173
174,6,174
175,15,175
176,8,176
177,14,177
178,14,178
179,13,179
180,12,180
181,11,181
182,10,182
183,12,183
184,14,184
185,15,185
186,12,186
187,10,187
188,12,188
189,11,189
190,11,190
191,17,191
192,14,192
193,12,193
194,11,194
195,10,195
196,8,196
197,11,197
198,11,198
199,10,199
200,10,200
201,7,201
202,10,202
203,10,203
204,9,204
205,6,205
206,13,206
207,16,207
208,13,208
209,13,209
210,9,210
211,17,211
212,12,212
213,14,213
214,11,214
215,15,215
216,12,216
217,13,217
218,11,218
219,11,219
220,13,220
221,12,221
222,9,222
223,8,223
224,11,224
225,13,225
226,9,226
227,10,227
228,12,228
229,11,229
230,8,230
231,10,231
232,12,232
233,13,233
234,11,234
235,9,235
236,8,236
237,10,237
238,15,238
239,14,239
240,11,240
241,14,241
242,8,242
243,16,243
244,9,244
245,14,245
246,13,246
247,10,247
248,15,248
249,9,249
250,14,250
251,15,251
252,11,252
253,10,253
254,9,254
255,14,255
256,8,256
257,17,257
258,14,258
259,14,259
260,12,260
261,8,261
262,13,262
263,16,263
264,13,264
265,13,265
266,14,266
267,8,267
268,9,268
269,12,269
270,10,270
271,15,271
272,10,272
273,9,273
274,9,274
275,10,275
276,10,276
277,9,277
278,7,278
279,7,279
280,7,280
281,8,281
282,11,282
283,9,283
284,11,284
285,15,285
286,15,286
287,7,287
288,10,288
289,8,289
290,10,290
291,14,291
292,14,292
293,13,293
294,6,294
295,7,295
296,5,296
297,6,297
298,4,298
299,7,299
300,12,300
301,6,301
302,15,302
303,5,303
304,14,304
305,14,305
306,13,306
307,13,307
308,16,308
309,12,309
310,6,310
311,11,311
312,6,312
313,10,313
314,5,314
315,11,315
316,4,316
317,10,317
318,6,318
319,8,319
320,12,320
321,14,321
322,8,322
323,14,323
324,8,324
325,13,325
326,15,326
327,12,327
328,14,328
329,11,329
330,13,330
331,13,331
332,10,332
333,12,333
334,12,334
335,9,335
336,12,336
337,8,337
338,8,338
339,11,339
340,7,340
341,10,341
342,6,342
343,9,343
344,13,344
345,12,345
346,12,346
347,12,347
348,11,348
349,8,349
350,10,350
351,7,351
352,9,352
353,19,353
354,8,354
355,8,355
356,18,356
357,7,357
358,12,358
359,6,359
360,11,360
361,12,361
362,10,362
363,7,363
364,13,364
365,6,365
366,12,366
367,20,367
368,16,368
369,19,369
370,19,370
371,19,371
372,15,372
373,18,373
374,18,374
375,18,375
376,18,376
377,14,377
378,17,378
379,15,379
380,18,380
381,16,381
382,14,382
383,14,383
384,14,384
385,7,385
386,10,386
387,6,387
388,9,388
389,15,389
390,8,390
391,16,391
392,7,392
393,14,393
394,6,394
395,18,395
396,12,396
397,13,397
398,14,398
399,12,399
400,13,400
401,13,401
402,13,402
403,12,403
404,12,404
405,13,405
406,17,406
407,11,407
408,15,408
409,13,409
410,8,410
411,18,411
412,10,412
413,11,413
414,14,414
415,16,415
416,14,416
417,15,417
418,10,418
419,12,419
420,9,420
421,17,421
422,7,422
423,13,423
424,15,424
425,9,425
426,8,426
427,16,427
428,18,428
429,9,429
430,10,430
431,6,431
432,12,432
433,14,433
434,8,434
435,14,435
436,10,436
437,17,437
438,8,438
439,5,439
440,11,440
441,16,441
442,16,442
443,8,443
444,13,444
445,9,445
446,16,446
447,18,447
448,11,448
449,11,449
450,12,450
451,8,451
452,17,452
453,12,453
454,15,454
455,17,455
456,10,456
457,11,457
458,14,458
459,14,459
460,16,460
461,10,461
462,10,462
463,13,463
464,13,464
465,13,465
466,9,466
467,12,467
468,12,468
469,12,469
470,10,470
471,11,471
472,16,472
473,11,473
474,9,474
475,10,475
476,7,476
477,16,477
478,8,478
