,Cost,interations
0,14,0
1,13,1
2,15,2
3,14,3
4,14,4
5,14,5
6,13,6
7,13,7
8,12,8
9,12,9
10,12,10
11,12,11
12,11,12
13,11,13
14,11,14
15,10,15
16,10,16
17,9,17
18,8,18
19,11,19
20,12,20
21,10,21
22,9,22
23,15,23
24,11,24
25,10,25
26,9,26
27,14,27
28,10,28
29,8,29
30,13,30
31,9,31
32,7,32
33,12,33
34,8,34
35,6,35
36,13,36
37,5,37
38,12,38
39,12,39
40,4,40
41,11,41
42,11,42
43,16,43
44,15,44
45,13,45
46,8,46
47,10,47
48,12,48
49,9,49
50,14,50
51,12,51
52,9,52
53,8,53
54,16,54
55,12,55
56,10,56
57,15,57
58,15,58
59,11,59
60,11,60
61,9,61
62,14,62
63,14,63
64,10,64
65,8,65
66,8,66
67,13,67
68,7,68
69,12,69
70,9,70
71,7,71
72,8,72
73,6,73
74,7,74
75,5,75
76,6,76
77,4,77
78,11,78
79,8,79
80,10,80
81,7,81
82,15,82
83,6,83
84,14,84
85,14,85
86,14,86
87,8,87
88,13,88
89,12,89
90,12,90
91,12,91
92,11,92
93,11,93
94,11,94
95,10,95
96,10,96
97,9,97
98,10,98
99,11,99
100,10,100
101,10,101
102,9,102
103,9,103
104,8,104
105,8,105
106,7,106
107,7,107
108,6,108
109,6,109
110,5,110
111,4,111
112,3,112
113,2,113
114,1,114
115,0,115
