,Cost,interations
0,17,0
1,16,1
2,16,2
3,17,3
4,17,4
5,17,5
6,16,6
7,16,7
8,15,8
9,18,9
10,15,10
11,16,11
12,14,12
13,14,13
14,14,14
15,15,15
16,17,16
17,17,17
18,16,18
19,16,19
20,16,20
21,15,21
22,14,22
23,16,23
24,17,24
25,16,25
26,17,26
27,15,27
28,16,28
29,17,29
30,18,30
31,16,31
32,18,32
33,16,33
34,15,34
35,17,35
36,15,36
37,14,37
38,14,38
39,16,39
40,16,40
41,13,41
42,15,42
43,12,43
44,17,44
45,11,45
46,16,46
47,10,47
48,16,48
49,16,49
50,15,50
51,15,51
52,17,52
53,17,53
54,15,54
55,15,55
56,15,56
57,14,57
58,16,58
59,14,59
60,14,60
61,19,61
62,13,62
63,13,63
64,13,64
65,18,65
66,12,66
67,18,67
68,12,68
69,12,69
70,11,70
71,17,71
72,15,72
73,10,73
74,14,74
75,16,75
76,13,76
77,14,77
78,12,78
79,14,79
80,11,80
81,11,81
82,13,82
83,10,83
84,10,84
85,10,85
86,14,86
87,16,87
88,15,88
89,16,89
90,14,90
91,14,91
92,15,92
93,14,93
94,14,94
95,15,95
96,14,96
97,14,97
98,13,98
99,13,99
100,14,100
101,16,101
102,16,102
103,14,103
104,14,104
105,14,105
106,12,106
107,15,107
108,13,108
109,13,109
110,15,110
111,11,111
112,11,112
113,11,113
114,14,114
115,15,115
116,15,116
117,14,117
118,10,118
119,15,119
120,18,120
121,15,121
122,14,122
123,15,123
124,13,124
125,14,125
126,17,126
127,14,127
128,14,128
129,14,129
130,14,130
131,16,131
132,13,132
133,13,133
134,11,134
135,19,135
136,16,136
137,12,137
138,16,138
139,12,139
140,12,140
141,10,141
142,16,142
143,14,143
144,11,144
145,15,145
146,15,146
147,9,147
148,13,148
149,14,149
150,16,150
151,17,151
152,13,152
153,8,153
154,12,154
155,13,155
156,15,156
157,16,157
158,12,158
159,17,159
160,17,160
161,14,161
162,15,162
163,15,163
164,16,164
165,16,165
166,14,166
167,14,167
168,15,168
169,15,169
170,16,170
171,12,171
172,14,172
173,14,173
174,16,174
175,11,175
176,17,176
177,15,177
178,15,178
179,16,179
180,14,180
181,14,181
182,17,182
183,13,183
184,16,184
185,12,185
186,14,186
187,11,187
188,13,188
189,13,189
190,13,190
191,10,191
192,12,192
193,12,193
194,12,194
195,9,195
196,11,196
197,8,197
198,8,198
199,13,199
200,7,200
201,18,201
202,6,202
203,17,203
204,17,204
205,17,205
206,16,206
207,16,207
208,16,208
209,15,209
210,15,210
211,12,211
212,8,212
213,12,213
214,14,214
215,15,215
216,11,216
217,10,217
218,14,218
219,13,219
220,14,220
221,13,221
222,15,222
223,14,223
224,19,224
225,9,225
226,15,226
227,12,227
228,18,228
229,15,229
230,14,230
231,18,231
232,18,232
233,16,233
234,16,234
235,10,235
236,12,236
237,16,237
238,12,238
239,17,239
240,13,240
241,14,241
242,15,242
243,16,243
244,17,244
245,13,245
246,18,246
247,15,247
248,13,248
249,16,249
250,16,250
251,12,251
252,18,252
253,17,253
254,14,254
255,14,255
256,14,256
257,15,257
258,16,258
259,15,259
260,12,260
261,13,261
262,13,262
263,14,263
264,14,264
265,14,265
266,11,266
267,12,267
268,12,268
269,13,269
270,11,270
271,10,271
272,10,272
273,10,273
274,11,274
275,9,275
276,9,276
277,9,277
278,9,278
279,17,279
280,8,280
281,8,281
282,8,282
283,16,283
284,16,284
285,17,285
286,15,286
287,12,287
288,16,288
289,16,289
290,14,290
291,11,291
292,15,292
293,13,293
294,10,294
295,14,295
296,14,296
297,12,297
298,9,298
299,9,299
300,13,300
301,13,301
302,12,302
303,8,303
304,8,304
305,12,305
306,12,306
307,11,307
308,11,308
309,12,309
310,10,310
311,10,311
312,16,312
313,14,313
314,18,314
