,Cost,interations
0,8,0
1,8,1
2,8,2
3,7,3
4,6,4
5,8,5
6,7,6
7,6,7
8,8,8
9,6,9
10,8,10
11,7,11
12,8,12
13,7,13
14,6,14
15,7,15
16,8,16
17,7,17
18,7,18
19,7,19
20,8,20
21,7,21
22,8,22
23,6,23
24,8,24
25,7,25
26,6,26
27,8,27
28,8,28
29,8,29
30,7,30
31,8,31
32,8,32
33,7,33
34,7,34
35,6,35
36,6,36
37,8,37
38,8,38
39,7,39
40,7,40
41,8,41
42,8,42
43,8,43
44,8,44
45,7,45
46,8,46
47,7,47
48,8,48
49,7,49
50,8,50
51,7,51
52,8,52
53,8,53
54,6,54
55,8,55
56,7,56
57,6,57
58,7,58
59,7,59
60,7,60
61,8,61
62,7,62
63,8,63
64,7,64
65,8,65
66,6,66
67,7,67
68,8,68
69,8,69
70,8,70
71,8,71
72,7,72
73,8,73
74,8,74
75,8,75
76,8,76
77,7,77
78,7,78
79,7,79
80,7,80
81,8,81
82,7,82
83,8,83
84,7,84
85,8,85
86,8,86
87,7,87
88,6,88
89,8,89
90,8,90
91,7,91
92,7,92
93,8,93
94,7,94
95,8,95
96,7,96
97,6,97
98,8,98
99,6,99
100,7,100
101,7,101
102,8,102
103,8,103
104,6,104
105,6,105
106,8,106
107,7,107
108,6,108
109,7,109
110,8,110
111,7,111
112,8,112
113,8,113
114,7,114
115,7,115
116,7,116
117,7,117
118,8,118
119,8,119
120,8,120
121,7,121
122,7,122
123,8,123
124,8,124
125,8,125
126,7,126
127,8,127
128,7,128
129,7,129
130,7,130
131,8,131
132,7,132
133,7,133
134,8,134
135,7,135
136,7,136
137,8,137
138,8,138
139,8,139
140,8,140
141,7,141
142,8,142
143,8,143
144,7,144
145,7,145
146,8,146
147,8,147
148,7,148
149,7,149
150,7,150
151,8,151
152,8,152
153,7,153
154,7,154
155,8,155
156,6,156
157,7,157
158,7,158
159,8,159
160,7,160
161,7,161
162,8,162
163,8,163
164,7,164
165,8,165
166,7,166
167,7,167
168,8,168
169,7,169
170,7,170
171,8,171
172,7,172
173,8,173
174,8,174
175,8,175
176,8,176
177,7,177
178,8,178
179,8,179
180,7,180
181,7,181
182,7,182
183,8,183
184,8,184
185,7,185
186,7,186
187,8,187
188,7,188
189,7,189
190,8,190
191,7,191
192,7,192
193,7,193
194,7,194
195,8,195
196,8,196
197,7,197
198,8,198
199,7,199
200,7,200
201,6,201
202,5,202
203,4,203
204,8,204
205,8,205
206,7,206
207,7,207
208,7,208
209,4,209
210,8,210
211,8,211
212,4,212
213,7,213
214,8,214
215,5,215
216,6,216
217,8,217
218,7,218
219,7,219
220,8,220
221,8,221
222,8,222
223,7,223
224,7,224
225,7,225
226,7,226
227,8,227
228,8,228
229,8,229
230,7,230
231,7,231
232,8,232
233,8,233
234,8,234
235,8,235
236,8,236
237,8,237
238,7,238
239,8,239
240,8,240
241,8,241
242,8,242
243,8,243
244,7,244
245,8,245
246,7,246
247,8,247
248,8,248
249,7,249
250,8,250
251,8,251
252,8,252
253,8,253
254,8,254
255,7,255
256,8,256
257,7,257
258,7,258
259,8,259
260,8,260
261,7,261
262,6,262
263,7,263
264,7,264
265,7,265
266,7,266
267,8,267
268,8,268
269,8,269
270,8,270
271,8,271
272,8,272
273,7,273
274,7,274
275,8,275
276,8,276
277,6,277
278,8,278
279,8,279
280,8,280
281,7,281
282,7,282
283,8,283
284,7,284
285,8,285
286,6,286
287,6,287
288,8,288
289,8,289
290,8,290
291,5,291
292,7,292
293,8,293
294,7,294
295,6,295
296,8,296
297,8,297
298,7,298
299,8,299
300,7,300
301,7,301
302,8,302
303,8,303
304,8,304
305,8,305
306,8,306
307,7,307
308,8,308
309,7,309
310,7,310
311,7,311
312,7,312
313,8,313
314,8,314
315,8,315
316,7,316
317,7,317
318,6,318
319,6,319
320,6,320
321,5,321
322,8,322
323,8,323
324,7,324
325,8,325
326,6,326
327,8,327
328,8,328
329,8,329
330,7,330
331,7,331
332,7,332
333,7,333
334,6,334
335,6,335
336,5,336
337,6,337
338,7,338
339,6,339
340,8,340
341,8,341
342,8,342
343,5,343
344,6,344
345,6,345
346,8,346
347,8,347
348,8,348
349,7,349
350,8,350
351,7,351
352,7,352
353,8,353
354,7,354
355,5,355
356,7,356
357,8,357
358,8,358
359,6,359
360,7,360
361,7,361
362,8,362
363,8,363
364,8,364
365,7,365
366,7,366
367,7,367
368,7,368
369,7,369
370,6,370
371,6,371
372,7,372
373,5,373
374,7,374
375,6,375
376,8,376
377,8,377
378,8,378
379,7,379
380,7,380
381,8,381
382,6,382
383,8,383
384,7,384
385,5,385
386,8,386
387,7,387
388,8,388
389,7,389
390,8,390
391,7,391
392,8,392
393,7,393
394,8,394
395,6,395
396,5,396
397,7,397
398,8,398
399,4,399
400,6,400
401,8,401
402,8,402
403,5,403
404,7,404
405,7,405
406,7,406
407,7,407
408,8,408
409,7,409
410,8,410
411,7,411
412,7,412
413,8,413
414,6,414
415,8,415
416,8,416
417,7,417
418,7,418
419,8,419
420,8,420
421,8,421
422,5,422
423,8,423
424,8,424
425,6,425
426,7,426
427,7,427
428,8,428
429,8,429
430,8,430
431,8,431
432,7,432
433,8,433
434,7,434
435,7,435
436,7,436
437,7,437
438,7,438
439,6,439
440,7,440
